Product ID,Invoice Date,Region,State,City,Gender Type,Operating Profit,Operating Margin,Sales Method
EH0033,2/15/2021,Northeast,Massachusetts,Boston,Women,30000,0.3,In-store
B75573,3/13/2021,Northeast,Massachusetts,Boston,Men,56400,0.3,In-store
EE4883,3/13/2021,Northeast,Massachusetts,Boston,Men,21000,0.3,In-store
DA8964,3/13/2021,Northeast,Massachusetts,Boston,Women,15000,0.25,In-store
CJ8060,3/13/2021,Northeast,Massachusetts,Boston,Women,26250,0.25,In-store
B75782,3/13/2021,Northeast,Massachusetts,Boston,Men,12500,0.25,In-store
G27401,3/13/2021,Northeast,Massachusetts,Boston,Women,24000,0.3,In-store
B75780,4/14/2021,Northeast,Massachusetts,Boston,Men,54000,0.3,In-store
S80807,4/14/2021,Northeast,Massachusetts,Boston,Men,18000,0.3,In-store
EE4791,4/14/2021,Northeast,Massachusetts,Boston,Women,11250,0.25,In-store
S32279,4/14/2021,Northeast,Massachusetts,Boston,Women,10937.5,0.25,In-store
AC7556,4/14/2021,Northeast,Massachusetts,Boston,Men,15625,0.25,In-store
B22785,4/14/2021,Northeast,Massachusetts,Boston,Women,33000,0.3,In-store
F35130,5/13/2021,Northeast,Massachusetts,Boston,Men,81675,0.3,In-store
B43742,5/13/2021,Northeast,Massachusetts,Boston,Men,30000,0.3,In-store
CK9814,5/13/2021,Northeast,Massachusetts,Boston,Women,25312.5,0.25,In-store
CK9571,5/13/2021,Northeast,Massachusetts,Boston,Women,19687.5,0.25,In-store
F34844,5/13/2021,Northeast,Massachusetts,Boston,Men,27500,0.25,In-store
F35284,5/13/2021,Northeast,Massachusetts,Boston,Women,58500,0.3,In-store
CQ1149,6/15/2021,Northeast,Massachusetts,Boston,Men,94875,0.3,In-store
F34739,6/15/2021,Northeast,Massachusetts,Boston,Men,48750,0.3,In-store
CK9866,6/15/2021,Northeast,Massachusetts,Boston,Women,28125,0.25,In-store
EE5654,6/15/2021,Northeast,Massachusetts,Boston,Women,25312.5,0.25,In-store
FV3013,6/15/2021,Northeast,Massachusetts,Boston,Men,30937.5,0.25,In-store
F35282,6/15/2021,Northeast,Massachusetts,Boston,Women,67500,0.3,In-store
EF9624,7/13/2021,Northeast,Massachusetts,Boston,Men,99000,0.3,In-store
CK9865,7/13/2021,Northeast,Massachusetts,Boston,Men,52500,0.3,In-store
F34073,7/13/2021,Northeast,Massachusetts,Boston,Women,30937.5,0.25,In-store
D96551,7/13/2021,Northeast,Massachusetts,Boston,Women,25312.5,0.25,In-store
CK9784,7/13/2021,Northeast,Massachusetts,Boston,Men,34375,0.25,In-store
F36512,7/13/2021,Northeast,Massachusetts,Boston,Women,76500,0.3,In-store
F35283,8/14/2021,Northeast,Massachusetts,Boston,Men,94875,0.3,In-store
EG3096,8/14/2021,Northeast,Massachusetts,Boston,Men,52500,0.3,In-store
EG3115,8/14/2021,Northeast,Massachusetts,Boston,Women,30937.5,0.25,In-store
EF5550,8/14/2021,Northeast,Massachusetts,Boston,Women,19687.5,0.25,In-store
EF9623,8/14/2021,Northeast,Massachusetts,Boston,Men,20625,0.25,In-store
CJ3410,8/14/2021,Northeast,Massachusetts,Boston,Women,58500,0.3,In-store
CQ1061,9/13/2021,Northeast,Massachusetts,Boston,Men,74250,0.3,In-store
BB4014,9/13/2021,Northeast,Massachusetts,Boston,Men,37500,0.3,In-store
AQ6095,9/13/2021,Northeast,Massachusetts,Boston,Women,16875,0.25,In-store
EF7135,9/13/2021,Northeast,Massachusetts,Boston,Women,14062.5,0.25,In-store
B44500,9/13/2021,Northeast,Massachusetts,Boston,Men,17187.5,0.25,In-store
EF1629,9/13/2021,Northeast,Massachusetts,Boston,Women,40500,0.3,In-store
B43600,10/15/2021,Northeast,Massachusetts,Boston,Men,72000,0.3,In-store
EG8735,10/15/2021,Northeast,Massachusetts,Boston,Men,37125,0.3,In-store
G28713,10/15/2021,Northeast,Massachusetts,Boston,Women,17187.5,0.25,In-store
EF3538,10/15/2021,Northeast,Massachusetts,Boston,Women,13750,0.25,In-store
CJ9005,10/15/2021,Northeast,Massachusetts,Boston,Men,16250,0.25,In-store
AH2156,2/15/2021,Northeast,Massachusetts,Boston,Women,826.88,0.38,Online
FV6447,2/15/2021,Northeast,Massachusetts,Boston,Men,747.84,0.38,Online
CM7767,2/15/2021,Northeast,Massachusetts,Boston,Women,1254,0.44,Online
DB0646,3/13/2021,Northeast,Massachusetts,Boston,Men,2123.44,0.44,Online
CG6367,3/13/2021,Northeast,Massachusetts,Boston,Men,803.7,0.45,Online
CM7741,3/13/2021,Northeast,Massachusetts,Boston,Women,546,0.39,Online
CJ9006,3/13/2021,Northeast,Massachusetts,Boston,Women,1064.88,0.36,Online
AC7943,3/13/2021,Northeast,Massachusetts,Boston,Men,520.26,0.39,Online
CG6364,3/13/2021,Northeast,Massachusetts,Boston,Women,863.46,0.41,Online
BC0534,4/14/2021,Northeast,Massachusetts,Boston,Men,2000.7,0.45,Online
CK1081,4/14/2021,Northeast,Massachusetts,Boston,Men,732.6,0.44,Online
F37022,4/14/2021,Northeast,Massachusetts,Boston,Women,416.15,0.35,Online
EE3812,4/14/2021,Northeast,Massachusetts,Boston,Women,436.8,0.39,Online
G26834,4/14/2021,Northeast,Massachusetts,Boston,Men,614.46,0.38,Online
B75879,4/14/2021,Northeast,Massachusetts,Boston,Women,1424.28,0.44,Online
FV6794,5/13/2021,Northeast,Massachusetts,Boston,Men,2939.91,0.43,Online
G26790,5/13/2021,Northeast,Massachusetts,Boston,Men,1091.34,0.43,Online
EH1524,5/13/2021,Northeast,Massachusetts,Boston,Women,918.4,0.4,Online
G26548,5/13/2021,Northeast,Massachusetts,Boston,Women,806.52,0.39,Online
B42122,5/13/2021,Northeast,Massachusetts,Boston,Men,1026,0.38,Online
F99913,5/13/2021,Northeast,Massachusetts,Boston,Women,1984.4,0.41,Online
EG1073,6/15/2021,Northeast,Massachusetts,Boston,Men,3320.1,0.42,Online
EG7893,6/15/2021,Northeast,Massachusetts,Boston,Men,1855.56,0.42,Online
G28915,6/15/2021,Northeast,Massachusetts,Boston,Women,1028.16,0.36,Online
BB3484,6/15/2021,Northeast,Massachusetts,Boston,Women,932.75,0.35,Online
EG1069,6/15/2021,Northeast,Massachusetts,Boston,Men,1143.42,0.38,Online
EG2015,6/15/2021,Northeast,Massachusetts,Boston,Women,2181.6,0.4,Online
FW3138,7/13/2021,Northeast,Massachusetts,Boston,Men,3276,0.42,Online
EF2212,7/13/2021,Northeast,Massachusetts,Boston,Men,2212.35,0.43,Online
EG1071,7/13/2021,Northeast,Massachusetts,Boston,Women,1168.09,0.37,Online
EG2045,7/13/2021,Northeast,Massachusetts,Boston,Women,887.04,0.36,Online
EE4036,7/13/2021,Northeast,Massachusetts,Boston,Men,1405.56,0.39,Online
FW5423,7/13/2021,Northeast,Massachusetts,Boston,Women,2956.8,0.42,Online
EG1287,8/14/2021,Northeast,Massachusetts,Boston,Men,3542,0.44,Online
EG2663,8/14/2021,Northeast,Massachusetts,Boston,Men,1695.76,0.41,Online
EG2017,8/14/2021,Northeast,Massachusetts,Boston,Women,1014.3,0.35,Online
EG0719,8/14/2021,Northeast,Massachusetts,Boston,Women,771.12,0.36,Online
EH1208,8/14/2021,Northeast,Massachusetts,Boston,Men,814,0.37,Online
EG4901,8/14/2021,Northeast,Massachusetts,Boston,Women,2375.1,0.45,Online
EE4264,9/13/2021,Northeast,Massachusetts,Boston,Men,3005.1,0.42,Online
EG1096,9/13/2021,Northeast,Massachusetts,Boston,Men,1234.8,0.4,Online
EG1011,9/13/2021,Northeast,Massachusetts,Boston,Women,591.63,0.37,Online
EG2052,9/13/2021,Northeast,Massachusetts,Boston,Women,604.8,0.4,Online
EG0720,9/13/2021,Northeast,Massachusetts,Boston,Men,636.48,0.36,Online
EF2696,9/13/2021,Northeast,Massachusetts,Boston,Women,1615.95,0.45,Online
EG0715,10/15/2021,Northeast,Massachusetts,Boston,Men,3078,0.45,Online
EE4614,10/15/2021,Northeast,Massachusetts,Boston,Men,1335.6,0.45,Online
EH1333,10/15/2021,Northeast,Massachusetts,Boston,Women,630.7,0.35,Online
EF0524,10/15/2021,Northeast,Massachusetts,Boston,Women,554.04,0.38,Online
EH1847,10/15/2021,Northeast,Massachusetts,Boston,Men,585.9,0.35,Online
G27491,2/15/2021,Northeast,Massachusetts,Boston,Women,648,0.32,Outlet
EF0708,2/15/2021,Northeast,Massachusetts,Boston,Men,515.16,0.27,Outlet
EE4005,2/15/2021,Northeast,Massachusetts,Boston,Women,768,0.32,Outlet
EG0761,3/13/2021,Northeast,Massachusetts,Boston,Men,1475.6,0.34,Outlet
EF2774,3/13/2021,Northeast,Massachusetts,Boston,Men,642.94,0.34,Outlet
EE5147,3/13/2021,Northeast,Massachusetts,Boston,Women,441.6,0.32,Outlet
EF1565,3/13/2021,Northeast,Massachusetts,Boston,Women,651,0.28,Outlet
F35285,3/13/2021,Northeast,Massachusetts,Boston,Men,334.8,0.3,Outlet
G27482,3/13/2021,Northeast,Massachusetts,Boston,Women,779.96,0.37,Outlet
BC1031,4/14/2021,Northeast,Massachusetts,Boston,Men,1376.76,0.33,Outlet
F35539,4/14/2021,Northeast,Massachusetts,Boston,Men,514.08,0.36,Outlet
CK9816,4/14/2021,Northeast,Massachusetts,Boston,Women,347.82,0.31,Outlet
B96338,4/14/2021,Northeast,Massachusetts,Boston,Women,251.16,0.28,Outlet
CM7531,4/14/2021,Northeast,Massachusetts,Boston,Men,392.04,0.27,Outlet
EG1369,4/14/2021,Northeast,Massachusetts,Boston,Women,1015.2,0.36,Outlet
EG1837,5/13/2021,Northeast,Massachusetts,Boston,Men,2553.48,0.36,Outlet
FV6106,5/13/2021,Northeast,Massachusetts,Boston,Men,832.32,0.36,Outlet
FU8929,5/13/2021,Northeast,Massachusetts,Boston,Women,632.4,0.31,Outlet
FV4526,5/13/2021,Northeast,Massachusetts,Boston,Women,518.4,0.3,Outlet
EG3729,5/13/2021,Northeast,Massachusetts,Boston,Men,655.2,0.28,Outlet
FU8941,5/13/2021,Northeast,Massachusetts,Boston,Women,1520.48,0.34,Outlet
FU8932,6/15/2021,Northeast,Massachusetts,Boston,Men,2675.4,0.35,Outlet
CM6080,6/15/2021,Northeast,Massachusetts,Boston,Men,1313.28,0.32,Outlet
CM6051,6/15/2021,Northeast,Massachusetts,Boston,Women,837,0.31,Outlet
CM6052,6/15/2021,Northeast,Massachusetts,Boston,Women,685.44,0.28,Outlet
CM6081,6/15/2021,Northeast,Massachusetts,Boston,Men,923.52,0.32,Outlet
CM6068,6/15/2021,Northeast,Massachusetts,Boston,Women,1974,0.35,Outlet
FV4418,7/13/2021,Northeast,Massachusetts,Boston,Men,2197.8,0.33,Outlet
CM6069,7/13/2021,Northeast,Massachusetts,Boston,Men,1398.6,0.37,Outlet
CM6073,7/13/2021,Northeast,Massachusetts,Boston,Women,844.8,0.3,Outlet
FV4525,7/13/2021,Northeast,Massachusetts,Boston,Women,837.76,0.32,Outlet
CM6044,7/13/2021,Northeast,Massachusetts,Boston,Men,1016.8,0.31,Outlet
FV2875,7/13/2021,Northeast,Massachusetts,Boston,Women,1731.84,0.32,Outlet
FW2152,8/14/2021,Northeast,Massachusetts,Boston,Men,2587.2,0.33,Outlet
FV2874,8/14/2021,Northeast,Massachusetts,Boston,Men,1182.72,0.32,Outlet
CJ8072,8/14/2021,Northeast,Massachusetts,Boston,Women,764.15,0.31,Outlet
CJ8088,8/14/2021,Northeast,Massachusetts,Boston,Women,503.44,0.28,Outlet
CK9657,8/14/2021,Northeast,Massachusetts,Boston,Men,550.8,0.27,Outlet
AC7043,8/14/2021,Northeast,Massachusetts,Boston,Women,1577.8,0.35,Outlet
FW9783,9/13/2021,Northeast,Massachusetts,Boston,Men,1872.72,0.34,Outlet
F35607,9/13/2021,Northeast,Massachusetts,Boston,Men,1139.6,0.37,Outlet
CJ8111,9/13/2021,Northeast,Massachusetts,Boston,Women,423,0.3,Outlet
CL7446,9/13/2021,Northeast,Massachusetts,Boston,Women,358.02,0.27,Outlet
G26990,9/13/2021,Northeast,Massachusetts,Boston,Men,495.69,0.31,Outlet
CJ0194,9/13/2021,Northeast,Massachusetts,Boston,Women,1041.81,0.33,Outlet
EH0021,10/15/2021,Northeast,Massachusetts,Boston,Men,1742.4,0.33,Outlet
B44861,10/15/2021,Northeast,Massachusetts,Boston,Men,880.6,0.35,Outlet
EE7610,10/15/2021,Northeast,Massachusetts,Boston,Women,467.4,0.3,Outlet
BD7439,10/15/2021,Northeast,Massachusetts,Boston,Women,328.32,0.27,Outlet
F34604,10/15/2021,Northeast,Massachusetts,Boston,Men,485.52,0.28,Outlet
CJ8107,10/8/2021,Northeast,Rhode Island,Providence,Women,52000,0.4,In-store
B37550,11/7/2021,Northeast,Rhode Island,Providence,Men,73500,0.35,In-store
CJ8069,11/7/2021,Northeast,Rhode Island,Providence,Men,39375,0.35,In-store
CJ7992,11/7/2021,Northeast,Rhode Island,Providence,Women,44000,0.4,In-store
CJ7987,11/7/2021,Northeast,Rhode Island,Providence,Women,40000,0.4,In-store
F36162,11/7/2021,Northeast,Rhode Island,Providence,Men,31500,0.3,In-store
G26776,11/7/2021,Northeast,Rhode Island,Providence,Women,71500,0.4,In-store
CG6537,12/6/2021,Northeast,Rhode Island,Providence,Men,105000,0.35,In-store
BB9420,12/6/2021,Northeast,Rhode Island,Providence,Men,52500,0.35,In-store
CK9660,12/6/2021,Northeast,Rhode Island,Providence,Women,55000,0.4,In-store
CJ8109,12/6/2021,Northeast,Rhode Island,Providence,Women,45000,0.4,In-store
CJ0044,12/6/2021,Northeast,Rhode Island,Providence,Men,40500,0.3,In-store
CJ8116,12/6/2021,Northeast,Rhode Island,Providence,Women,84500,0.4,In-store
CK9445,1/17/2021,Northeast,Rhode Island,Providence,Men,54000,0.3,In-store
EF0148,1/17/2021,Northeast,Rhode Island,Providence,Men,30000,0.3,In-store
CG7123,1/17/2021,Northeast,Rhode Island,Providence,Women,18750,0.25,In-store
EE5677,1/17/2021,Northeast,Rhode Island,Providence,Women,8750,0.25,In-store
EE5819,1/17/2021,Northeast,Rhode Island,Providence,Men,18750,0.25,In-store
EE5834,1/17/2021,Northeast,Rhode Island,Providence,Women,30000,0.3,In-store
EE5361,2/15/2021,Northeast,Rhode Island,Providence,Men,60000,0.3,In-store
EE5415,2/15/2021,Northeast,Rhode Island,Providence,Men,18000,0.3,In-store
EE4924,2/15/2021,Northeast,Rhode Island,Providence,Women,15000,0.25,In-store
CJ0180,10/8/2021,Northeast,Rhode Island,Providence,Women,1893.12,0.51,Online
F36645,11/7/2021,Northeast,Rhode Island,Providence,Men,2560.25,0.49,Online
AQ0907,11/7/2021,Northeast,Rhode Island,Providence,Men,1304.1,0.45,Online
CM4930,11/7/2021,Northeast,Rhode Island,Providence,Women,1658.88,0.54,Online
CM4547,11/7/2021,Northeast,Rhode Island,Providence,Women,1531.2,0.55,Online
EE6377,11/7/2021,Northeast,Rhode Island,Providence,Men,1122.88,0.44,Online
DB0271,11/7/2021,Northeast,Rhode Island,Providence,Women,2402.4,0.52,Online
G27402,12/6/2021,Northeast,Rhode Island,Providence,Men,3645,0.5,Online
EE7843,12/6/2021,Northeast,Rhode Island,Providence,Men,1684.8,0.48,Online
EG6864,12/6/2021,Northeast,Rhode Island,Providence,Women,1773.78,0.51,Online
EH0173,12/6/2021,Northeast,Rhode Island,Providence,Women,1560,0.5,Online
EH2181,12/6/2021,Northeast,Rhode Island,Providence,Men,1637.44,0.43,Online
FV4529,12/6/2021,Northeast,Rhode Island,Providence,Women,2805,0.55,Online
CM4863,1/17/2021,Northeast,Rhode Island,Providence,Men,2058.84,0.43,Online
EE6894,1/17/2021,Northeast,Rhode Island,Providence,Men,1136.96,0.44,Online
B41823,1/17/2021,Northeast,Rhode Island,Providence,Women,709.56,0.36,Online
CI1871,1/17/2021,Northeast,Rhode Island,Providence,Women,335.92,0.38,Online
B43829,1/17/2021,Northeast,Rhode Island,Providence,Men,767.52,0.39,Online
F35514,1/17/2021,Northeast,Rhode Island,Providence,Women,1090.6,0.41,Online
B44820,2/15/2021,Northeast,Rhode Island,Providence,Men,2066.4,0.41,Online
B44736,2/15/2021,Northeast,Rhode Island,Providence,Men,654.36,0.42,Online
CM4864,2/15/2021,Northeast,Rhode Island,Providence,Women,661.2,0.38,Online
F34498,10/8/2021,Northeast,Rhode Island,Providence,Women,1364.88,0.44,Outlet
EE6011,11/7/2021,Northeast,Rhode Island,Providence,Men,1764,0.42,Outlet
CK9656,11/7/2021,Northeast,Rhode Island,Providence,Men,1243.2,0.42,Outlet
CL7360,11/7/2021,Northeast,Rhode Island,Providence,Women,1132.2,0.45,Outlet
CK9546,11/7/2021,Northeast,Rhode Island,Providence,Women,1101.6,0.45,Outlet
S75104,11/7/2021,Northeast,Rhode Island,Providence,Men,865.59,0.33,Outlet
CK9507,11/7/2021,Northeast,Rhode Island,Providence,Women,1679.92,0.44,Outlet
F35598,12/6/2021,Northeast,Rhode Island,Providence,Men,2995.2,0.39,Outlet
CL0207,12/6/2021,Northeast,Rhode Island,Providence,Men,1396.38,0.37,Outlet
CI9700,12/6/2021,Northeast,Rhode Island,Providence,Women,1654.4,0.47,Outlet
CI1704,12/6/2021,Northeast,Rhode Island,Providence,Women,1125.74,0.43,Outlet
EE5730,12/6/2021,Northeast,Rhode Island,Providence,Men,1122.58,0.37,Outlet
EE6029,12/6/2021,Northeast,Rhode Island,Providence,Women,2434.23,0.43,Outlet
CQ2406,1/17/2021,Northeast,Rhode Island,Providence,Men,1293.6,0.33,Outlet
EF6552,1/17/2021,Northeast,Rhode Island,Providence,Men,837.76,0.34,Outlet
F36717,1/17/2021,Northeast,Rhode Island,Providence,Women,478.5,0.29,Outlet
CL7284,1/17/2021,Northeast,Rhode Island,Providence,Women,255.75,0.31,Outlet
F36424,1/17/2021,Northeast,Rhode Island,Providence,Men,586.56,0.32,Outlet
BD7497,1/17/2021,Northeast,Rhode Island,Providence,Women,733.72,0.34,Outlet
EE7901,2/15/2021,Northeast,Rhode Island,Providence,Men,1491.1,0.37,Outlet
EE7905,2/15/2021,Northeast,Rhode Island,Providence,Men,575.05,0.35,Outlet
EE7907,2/15/2021,Northeast,Rhode Island,Providence,Women,487.2,0.29,Outlet
EE7690,7/20/2021,Northeast,Maryland,Baltimore,Men,43312.5,0.35,In-store
EE7696,7/20/2021,Northeast,Maryland,Baltimore,Women,28000,0.35,In-store
EE7382,7/20/2021,Northeast,Maryland,Baltimore,Women,21000,0.35,In-store
EE7693,7/20/2021,Northeast,Maryland,Baltimore,Men,26250,0.3,In-store
EE7422,7/20/2021,Northeast,Maryland,Baltimore,Women,57750,0.3,In-store
EE7900,8/21/2021,Northeast,Maryland,Baltimore,Men,100000,0.4,In-store
EE6151,8/21/2021,Northeast,Maryland,Baltimore,Men,43312.5,0.35,In-store
EE5520,8/21/2021,Northeast,Maryland,Baltimore,Women,28000,0.35,In-store
EE5399,8/21/2021,Northeast,Maryland,Baltimore,Women,21000,0.35,In-store
EE8153,8/21/2021,Northeast,Maryland,Baltimore,Men,18750,0.3,In-store
EE6110,8/21/2021,Northeast,Maryland,Baltimore,Women,49500,0.3,In-store
EE7881,9/20/2021,Northeast,Maryland,Baltimore,Men,85000,0.4,In-store
EE6077,9/20/2021,Northeast,Maryland,Baltimore,Men,35437.5,0.35,In-store
EE7360,9/20/2021,Northeast,Maryland,Baltimore,Women,17500,0.35,In-store
EE7880,9/20/2021,Northeast,Maryland,Baltimore,Women,14000,0.35,In-store
CM5956,9/20/2021,Northeast,Maryland,Baltimore,Men,15000,0.3,In-store
EE9648,9/20/2021,Northeast,Maryland,Baltimore,Women,33000,0.3,In-store
FV3020,10/22/2021,Northeast,Maryland,Baltimore,Men,82500,0.4,In-store
CM5971,10/22/2021,Northeast,Maryland,Baltimore,Men,35000,0.35,In-store
CM5963,10/22/2021,Northeast,Maryland,Baltimore,Women,17500,0.35,In-store
CM5978,10/8/2021,Northeast,New Jersey,Newark,Women,65000,0.4,In-store
CM5962,11/7/2021,Northeast,New Jersey,Newark,Men,84000,0.35,In-store
CM5975,11/7/2021,Northeast,New Jersey,Newark,Men,48125,0.35,In-store
CM5961,11/7/2021,Northeast,New Jersey,Newark,Women,54000,0.4,In-store
CM5974,11/7/2021,Northeast,New Jersey,Newark,Women,50000,0.4,In-store
CM5990,11/7/2021,Northeast,New Jersey,Newark,Men,40500,0.3,In-store
CM5979,11/7/2021,Northeast,New Jersey,Newark,Women,84500,0.4,In-store
AQ0863,12/6/2021,Northeast,New Jersey,Newark,Men,115500,0.35,In-store
CJ8104,12/6/2021,Northeast,New Jersey,Newark,Men,61250,0.35,In-store
CM5965,12/6/2021,Northeast,New Jersey,Newark,Women,65000,0.4,In-store
CL7519,12/6/2021,Northeast,New Jersey,Newark,Women,55000,0.4,In-store
EE5108,12/6/2021,Northeast,New Jersey,Newark,Men,49500,0.3,In-store
CL9930,12/6/2021,Northeast,New Jersey,Newark,Women,97500,0.4,In-store
EF0815,1/7/2021,Northeast,New Jersey,Newark,Men,80000,0.4,In-store
CL9935,1/7/2021,Northeast,New Jersey,Newark,Men,48000,0.4,In-store
CM4795,1/7/2021,Northeast,New Jersey,Newark,Women,27000,0.3,In-store
F35061,1/7/2021,Northeast,New Jersey,Newark,Women,15750,0.3,In-store
CM4978,1/7/2021,Northeast,New Jersey,Newark,Men,30000,0.3,In-store
EG1686,1/7/2021,Northeast,New Jersey,Newark,Women,42000,0.35,In-store
FV2838,2/5/2021,Northeast,New Jersey,Newark,Men,88000,0.4,In-store
EF4344,2/5/2021,Northeast,New Jersey,Newark,Men,32000,0.4,In-store
EH0188,2/5/2021,Northeast,New Jersey,Newark,Women,22500,0.3,In-store
EE6037,7/20/2021,Northeast,Maryland,Baltimore,Men,1451.52,0.48,Online
CM0039,7/20/2021,Northeast,Maryland,Baltimore,Women,1087.8,0.49,Online
G27636,7/20/2021,Northeast,Maryland,Baltimore,Women,761.4,0.47,Online
F34392,7/20/2021,Northeast,Maryland,Baltimore,Men,1055.7,0.45,Online
EG1728,7/20/2021,Northeast,Maryland,Baltimore,Women,2313.36,0.42,Online
DB1758,8/21/2021,Northeast,Maryland,Baltimore,Men,3434.4,0.53,Online
CI1822,8/21/2021,Northeast,Maryland,Baltimore,Men,1701.5,0.5,Online
CI9830,8/21/2021,Northeast,Maryland,Baltimore,Women,1170,0.5,Online
DB1459,8/21/2021,Northeast,Maryland,Baltimore,Women,748.88,0.46,Online
EG5947,8/21/2021,Northeast,Maryland,Baltimore,Men,803.7,0.45,Online
B44809,8/21/2021,Northeast,Maryland,Baltimore,Women,1845.99,0.43,Online
CG4044,9/20/2021,Northeast,Maryland,Baltimore,Men,3198.72,0.51,Online
CI9931,9/20/2021,Northeast,Maryland,Baltimore,Men,1247.4,0.45,Online
F35025,9/20/2021,Northeast,Maryland,Baltimore,Women,684,0.5,Online
B96344,9/20/2021,Northeast,Maryland,Baltimore,Women,405,0.45,Online
CL7543,9/20/2021,Northeast,Maryland,Baltimore,Men,619.2,0.43,Online
F35560,9/20/2021,Northeast,Maryland,Baltimore,Women,1080,0.4,Online
CL7399,10/22/2021,Northeast,Maryland,Baltimore,Men,3173.04,0.54,Online
CL7303,10/22/2021,Northeast,Maryland,Baltimore,Men,1280.64,0.46,Online
CL7509,10/22/2021,Northeast,Maryland,Baltimore,Women,563.5,0.46,Online
EF3500,10/8/2021,Northeast,New Jersey,Newark,Women,2234.48,0.53,Online
EE8024,11/7/2021,Northeast,New Jersey,Newark,Men,3058.56,0.48,Online
EE3655,11/7/2021,Northeast,New Jersey,Newark,Men,1803.2,0.49,Online
EE8447,11/7/2021,Northeast,New Jersey,Newark,Women,1664.64,0.51,Online
CL7426,11/7/2021,Northeast,New Jersey,Newark,Women,1751.75,0.55,Online
EF9182,11/7/2021,Northeast,New Jersey,Newark,Men,1427.8,0.44,Online
EE6317,11/7/2021,Northeast,New Jersey,Newark,Women,2845.57,0.53,Online
EF3836,12/6/2021,Northeast,New Jersey,Newark,Men,3933.6,0.48,Online
FW5351,12/6/2021,Northeast,New Jersey,Newark,Men,2469.6,0.48,Online
DB0958,12/6/2021,Northeast,New Jersey,Newark,Women,2229.5,0.5,Online
CI9939,12/6/2021,Northeast,New Jersey,Newark,Women,1989.51,0.51,Online
BD7577,12/6/2021,Northeast,New Jersey,Newark,Men,2054.25,0.45,Online
BB7828,12/6/2021,Northeast,New Jersey,Newark,Women,3217.86,0.54,Online
DB3530,1/7/2021,Northeast,New Jersey,Newark,Men,2422.5,0.51,Online
F34864,1/7/2021,Northeast,New Jersey,Newark,Men,1673.88,0.52,Online
CJ8087,1/7/2021,Northeast,New Jersey,Newark,Women,1008,0.4,Online
F34568,1/7/2021,Northeast,New Jersey,Newark,Women,609.84,0.44,Online
B41812,1/7/2021,Northeast,New Jersey,Newark,Men,1205.4,0.41,Online
CL7310,1/7/2021,Northeast,New Jersey,Newark,Women,1498.5,0.5,Online
CL7397,2/5/2021,Northeast,New Jersey,Newark,Men,2905.5,0.5,Online
CL7624,2/5/2021,Northeast,New Jersey,Newark,Men,999,0.5,Online
CL7573,2/5/2021,Northeast,New Jersey,Newark,Women,848.25,0.45,Online
BB7716,2/22/2021,Northeast,West Virginia,Charleston,Men,15312.5,0.35,In-store
EE6318,2/22/2021,Northeast,West Virginia,Charleston,Women,15312.5,0.35,In-store
BC0020,2/22/2021,Northeast,Maryland,Baltimore,Women,5250,0.35,In-store
CI9699,2/22/2021,Northeast,Maryland,Baltimore,Men,16875,0.3,In-store
CJ8027,2/22/2021,Northeast,Maryland,Baltimore,Women,23625,0.3,In-store
B37736,3/20/2021,Northeast,Maryland,Baltimore,Men,18375,0.35,In-store
D97080,3/20/2021,Northeast,Maryland,Baltimore,Women,15312.5,0.35,In-store
CL7308,3/20/2021,Northeast,Maryland,Baltimore,Women,2625,0.35,In-store
G27464,3/20/2021,Northeast,Maryland,Baltimore,Men,10125,0.3,In-store
CL9966,3/20/2021,Northeast,Maryland,Baltimore,Women,18375,0.3,In-store
BD7480,4/21/2021,Northeast,Maryland,Baltimore,Men,15312.5,0.35,In-store
CI1823,4/21/2021,Northeast,Maryland,Baltimore,Women,10937.5,0.35,In-store
DB0961,4/21/2021,Northeast,Maryland,Baltimore,Women,5250,0.35,In-store
CQ2896,4/21/2021,Northeast,Maryland,Baltimore,Men,6750,0.3,In-store
B41649,4/21/2021,Northeast,Maryland,Baltimore,Women,21000,0.3,In-store
CQ1711,5/20/2021,Northeast,Maryland,Baltimore,Men,27562.5,0.35,In-store
CI9992,5/20/2021,Northeast,Maryland,Baltimore,Women,21000,0.35,In-store
B37725,5/20/2021,Northeast,Maryland,Baltimore,Women,14000,0.35,In-store
CI9831,5/20/2021,Northeast,Maryland,Baltimore,Men,18750,0.3,In-store
BB7613,5/20/2021,Northeast,Maryland,Baltimore,Women,41250,0.3,In-store
CK1229,6/22/2021,Northeast,Maryland,Baltimore,Men,39375,0.35,In-store
BB7829,11/14/2021,Northeast,Delaware,Wilmington,Men,102375,0.35,In-store
B44821,11/14/2021,Northeast,Delaware,Wilmington,Men,62562.5,0.35,In-store
CJ7975,11/14/2021,Northeast,Delaware,Wilmington,Men,53625,0.3,In-store
B43651,12/13/2021,Northeast,Delaware,Wilmington,Men,136500,0.35,In-store
F35012,12/13/2021,Northeast,Delaware,Wilmington,Men,77000,0.35,In-store
CJ8106,12/13/2021,Northeast,Delaware,Wilmington,Men,63375,0.3,In-store
EF8729,1/10/2021,Northeast,Delaware,Wilmington,Men,58187.5,0.35,In-store
BD7932,1/10/2021,Northeast,Delaware,Wilmington,Men,33687.5,0.35,In-store
BD7914,1/10/2021,Northeast,Delaware,Wilmington,Men,23625,0.3,In-store
